,Unnamed: 0,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
10,0,163795,"10-Nengo, Kimi wa Kitto Waratterukara.",Manga,0,False,Bunkasha,False,Pass,Pass,False,False,Complete,No,SUMERAGI Rin,2017.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11,0,149544,100 Days in Europe,Manhwa,0,False,"Daum, Lezhin",False,Pass,Pass,False,False,Complete,Yes,KIM Ji Hyo,2013.0,Yes,Tapastic,71 Chapters - Complete,False,8.8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,49286,100 Kaime no Kiss,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,ASOH Ayumu,2009.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,20440,100% Orange Pink,Manga,0,False,Ohzora Shuppan,False,Pass,Pass,False,False,Complete,No,KAWAKAMI Junko,2008.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,144839,100% Sweet Love: The Delinquent XXX Wife Is a Bit Sweet (Novel),Novel,1,False,Qidian,False,Unknown,Unknown,False,False,Ongoing,No,,2017.0,Yes,Qidian International,,False,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96020,100-kai Omiai Shita Wota Joshi no Konkatsuki,Manga,0,False,Ohzora Shuppan,False,Pass,Pass,False,False,Complete,No,Nikuko,2013.0,No,,,False,Not rated,Not rated,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,84679,100-man Doll no Mahoutsukai,Manga,0,False,Takeshobo,False,Pass,Pass,False,False,Complete,No,Youna,2012.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,79061,100-nen Romance,Manga,0,False,Kasakura Shuppansha,False,Pass,Pass,False,False,Complete,No,SENKAWA Natsumi,2012.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,0,26597,100-nen Tattara Minna Shinu,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,MATSUDA Naoko,2006.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,119060,100-ninbun no Kairaku,Manga,0,False,Akita Shoten,False,Pass,Pass,False,False,Complete,No,KATSUMOTO Kasane,2015.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
