,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
472,24,0,,46331,Akatsuki no Yona,Manga,8,False,Hakusensha,False,09/26/12,08/05/20,False,False,Ongoing,No,KUSANAGI Mizuho,2009,Yes,Viz,24 Vols - Ongoing,True,9,1016,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
473,0,0,,73956,Akaya Akashiya Ayakashi no,Manga,2,False,Media Factory,False,03/24/12,04/23/16,False,False,Complete,No,Nanao,2012,Yes,Yen Press,10 Vols - Complete,False,8.1,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
474,1,0,,144589,Akazukin no Ookami Deshi,Manga,2,False,Kodansha,False,11/07/17,09/19/18,False,False,Complete,Yes,MOGI Sayaka,2017,Yes,Kodansha USA,3 Vols - Complete; digital,False,8.1,23,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
475,2,0,,123796,Akazukin-chan wa Ookami-san o Nakasetai!,Manga,0,False,Ichijinsha,False,Pass,Pass,False,False,Complete,No,HACHIJOU Shin,2015,Yes,Seven Seas,2 Volumes - Complete,False,8.7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,7,0,,2113,Akira,Manga,1,True,Kodansha,False,09/13/01,04/19/02,False,False,Complete,Yes,OTOMO Katsuhiro,1982,Yes,"Dark Horse, Epic Comics, Kodansha USA",,False,8.6,769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
483,10,0,,47462,Aku no Hana,Manga,7,True,Kodansha,False,03/01/11,05/19/14,False,False,Complete,Yes,OSHIMI Shuzo,2009,Yes,"Kodansha Comics, Vertical","11 Volumes - Complete; Digital, 11 Volumes - Complete; Print / 4 Omnibus - Complete",True,8,902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
497,24,0,,151142,Akuma no Mama,Manga,1,False,Square Enix,False,11/17/18,03/30/19,False,False,Ongoing,No,Kuzushiro,2018,Yes,Yen Press,January 2021,False,7.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
498,0,0,,83003,Akuma no Riddle,Manga,4,False,Kadokawa Shoten,False,06/02/14,11/30/16,False,False,Complete,Yes,MINAKATA Sunao,2012,Yes,Seven Seas,5 Vols - Complete,True,7.2,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500,2,0,,11243,Akuma to Love Song,Manga,8,False,Shueisha,False,09/30/09,06/21/20,False,False,Complete,Yes,TOUMORI Miyoshi,2007,Yes,Viz,13 Vols - Complete; Digital & Print,False,8,1330,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,8,0,,1908,Akusaga,Manga,3,False,Hakusensha,False,12/20/07,03/29/09,False,False,Complete,Yes,KANNO Aya,2005,Yes,Viz,2 Vols - Complete,False,7.9,307,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,12,0,,113037,Aldnoah Zero,Manga,0,False,Houbunsha,False,Pass,Pass,False,False,Complete,Yes,Pinakes,2014,Yes,Yen Press,4 Vols - Complete,False,6,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
512,14,0,,34,Alice 19th,Manga,9,False,Shogakukan,False,05/15/05,04/30/06,False,False,Complete,Yes,WATASE Yuu,2001,Yes,Viz,7 Vols - Complete,False,7.3,661,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
513,15,0,,109078,Alice in Junk Box,Manga,2,False,Ohzora Shuppan,False,04/25/15,02/22/17,False,False,Complete,No,FUJIMARU Mamenosuke,2014,Yes,Seven Seas,1 Volume - Ongoing,False,6,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
516,18,0,,83493,Alice to Zouroku,Manga,0,True,Tokuma Shoten,False,Pass,Pass,False,False,Ongoing,No,IMAI Tetsuya,2012,Yes,Seven Seas,6 Vols - Ongoing,False,7.5,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
518,20,0,,146508,Alicia-san no Diet Quest,Manga,1,False,Kodansha,False,09/03/18,02/16/19,False,False,Complete,Yes,FUJIWARA Aoi,2017,Yes,Kodansha USA,3 Vols - Complete; digital,False,7.5,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,22,0,,2600,Alive: Saishuu Shinkateki Shounen,Manga,7,False,Kodansha,False,04/25/06,12/27/10,False,False,Complete,Yes,ADACHI Toka,2003,Yes,"Del Rey, Kodansha USA","Defunct / 8 Vols, 21 Vols - Complete; digital",False,8.3,1098,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
526,3,0,,87035,All Out!!,Manga,4,False,Kodansha,False,11/23/16,11/10/19,False,False,Complete,No,AMASE Shiori,2012.0,Yes,Kodansha USA,14 Vols - Ongoing; digital,True,7.6,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
527,4,0,,38777,All Rounder Meguru,Manga,4,False,Kodansha,False,11/07/10,04/09/20,False,False,Complete,No,ENDO Hiroki,2008.0,Yes,Kodansha USA,14 Vols - Ongoing; digital,False,8.5,384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
530,7,0,,105948,All You Need Is Kill,Manga,3,True,Shueisha,False,01/09/14,06/10/14,False,False,Complete,Yes,OBATA Takeshi,2014.0,Yes,Viz,2 Vols - Complete,False,8.3,1185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
538,15,0,,91384,Amaama to Inazuma,Manga,3,False,Kodansha,False,02/19/15,Pass,False,True,Complete,Yes,AMAGAKURE Gido,2013.0,Yes,Kodansha USA,12 Vols - Complete,True,8.7,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
555,7,0,,152547,Amakunai Karera no Nichijo wa.,Manga,1,False,Kodansha,False,02/01/19,03/05/20,False,False,Ongoing,No,NOGIRI Youko,2019,Yes,Kodansha USA,January 2021,False,7.9,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
572,24,0,,13502,Amefurashi,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,Yes,SUZUMI Atsushi,2006,Yes,"Del Rey, Kodansha USA","Defunct / 2 Vols - Complete, 2 Vols - Complete; digital",False,7.8,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
619,21,0,,130755,Ane Naru Mono,Manga,1,False,ASCII Media Works,False,10/07/17,07/29/20,False,False,Ongoing,No,IIDA Pochi.,2016,Yes,Yen Press,3 Vols - Ongoing,False,8,194,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
622,24,0,,53675,Angel Beats! - Heaven's Door,Manga,8,False,ASCII Media Works,False,01/09/11,12/24/18,False,False,Complete,Yes,"ASAMI Yuriko, Na-Ga",2010,Yes,Seven Seas,1 Volume - Dropped,False,7.8,148,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
625,2,0,,56527,Angel Para Bellum,Manga,0,False,SoftBank Creative,False,Pass,Pass,False,False,Complete,No,TAMAKI Nozomu,2010,Yes,Seven Seas,2 Volumes - Dropped,False,6.4,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
630,7,0,,74450,Ani ga Imouto de Imouto ga Ani de.,Manga,2,False,Kodansha,False,08/13/12,11/07/19,False,False,Complete,No,KURUMATANI Haruko,2012,Yes,Yen Press,7 Vols - Complete,False,6.7,112,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
640,17,0,,52784,Anniversary no Kuni no Alice - Tokeiya,Manga,0,False,Ichijinsha,False,Pass,Pass,False,False,Complete,Yes,FUJIMARU Mamenosuke,2010,Yes,Seven Seas,1 Volume - Complete,False,7.5,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,19,0,,149142,Ano Hito no i Ni Wa Boku Ga Tarinai,Manga,2,False,Kodansha,False,09/12/18,07/31/20,False,False,Ongoing,No,Chomoran,2018,Yes,Kodansha USA,November 2020,False,7.8,40,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
646,23,0,,105053,Ano Ko ni Kiss to Shirayuri wo,Manga,2,False,Media Factory,False,08/24/15,03/19/19,False,False,Complete,Yes,Canno,2013,Yes,Yen Press,10 Vols - Complete,False,8.2,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
649,1,0,,132201,Ano Natsu,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,Yes,Chika,2016.0,Yes,Kodansha Comics,5 Volumes - Complete; Digital,False,7.4,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
656,8,0,,52256,Another,Manga,1,False,Kadokawa,False,03/01/11,03/24/12,False,False,Complete,Yes,KIYOHARA Hiro,2010.0,Yes,"Gempak, Yen Press","4 Vols - Complete, 1 Vol - Complete",True,7.5,388,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
658,10,0,,82155,Another 0,Manga,1,False,Kadokawa Shoten,False,03/28/12,04/02/12,False,False,Complete,Yes,KIYOHARA Hiro,2012.0,Yes,Yen Press,TBA,False,6.4,69,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
664,16,0,,80627,Ansatsu Kyoushitsu,Manga,10,True,Shueisha,False,09/05/12,Pass,False,True,Complete,Yes,MATSUI Yuusei,2012.0,Yes,"MANGA Plus, Viz",21 Vols - Complete,True,8.3,1078,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
673,0,0,,74847,Anything and Something,Manga,1,False,Enterbrain,False,08/08/05,08/08/05,False,False,Complete,Yes,MORI Kaoru,2012,Yes,Yen Press,1 Vol - Complete,False,7.6,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
678,5,0,,60271,Ao Haru Ride,Manga,5,False,Shueisha,False,07/06/11,11/07/15,False,False,Complete,Yes,SAKISAKA Io,2011,Yes,Viz,12 Vols - Ongoing,True,8.3,1464,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
679,6,0,,100163,Ao Natsu,Manga,1,False,Kodansha,False,10/05/13,09/30/14,False,False,Complete,No,NANBA Atsuko,2013,Yes,Kodansha USA,7 Vols - Ongoing; digital,False,7.6,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
681,8,0,,139327,Ao no Flag,Manga,2,False,Shueisha,False,09/07/17,Pass,False,True,Complete,Yes,KAITO,2017,Yes,"MANGA Plus, Viz",2 Vols - Ongoing,False,8.2,196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
682,9,0,,40870,Ao no Futsumashi,Manga,20,False,Shueisha,False,08/04/09,Pass,False,True,Ongoing,No,KATOU Kazue,2009,Yes,"MANGA Plus, Viz",24 Vols - Ongoing,True,8.3,1229,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
685,12,0,,125771,Aoba-kun ni Kikitai Koto,Manga,1,False,Kodansha,False,11/11/15,03/07/17,False,False,Complete,Yes,TOOYAMA Ema,2015,Yes,Kodansha USA,8 Vols - Complete; digital,False,6.6,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
686,13,0,,69615,Aoharu x Kikanjuu,Manga,3,False,Square Enix,False,08/18/15,04/15/20,False,False,Complete,No,Naoe,2012,Yes,Yen Press,17 Vols - Ongoing,True,8.3,134,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
687,14,0,,2577,Aoi Hana,Manga,4,False,Ohta Shuppan,False,11/24/09,08/03/13,False,False,Complete,Yes,SHIMURA Takako,2004,Yes,Viz,4 Vols - Complete,True,8.2,369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
688,15,0,,788,Aoi Haru,Manga,1,False,Shogakukan,False,05/12/05,05/12/05,False,False,Complete,Yes,MATSUMOTO Taiyou,1993,Yes,Viz,1 Vol - Complete,False,6.2,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
694,21,0,,61128,Aoi Sekai no Chuushin de,Manga,0,False,Micro Magazine,False,Pass,Pass,False,False,Complete,No,CRIMSON,2007,Yes,Seven Seas,Canceled / 8 Vols,True,8.8,13,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
699,1,0,,47405,Aoki Hagane no Arpeggio,Manga,3,False,Shonen Gahosha,False,07/01/11,Pass,False,True,Ongoing,No,Ark Performance,2009.0,Yes,Seven Seas,15 Vols - Ongoing,True,8.3,256,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
700,2,0,,140364,Aono-kun ni Sawaritai kara Shinitai,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Ongoing,No,SHIINA Umi,2016.0,Yes,Kodansha USA,6 Vols - Ongoing; digital,False,8.7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
706,8,0,,31646,Aphorism,Manga,10,False,Square Enix,False,05/14/10,11/11/18,False,False,Complete,Yes,KUJO Karuna,2008.0,Yes,Yen Press,14 Vols - Complete; digital,False,8,438,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
708,10,0,,68982,Apocalypse no Toride,Manga,2,False,Kodansha,False,05/11/13,Pass,False,True,Complete,Yes,INABE Kazu,2011.0,Yes,Kodansha Comics,10 Volumes - Complete; Digital,False,7.9,485,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
711,13,0,,149746,Aposimz,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Ongoing,No,NIHEI Tsutomu,2017.0,Yes,"Kodansha USA, Vertical","5 Vols - Ongoing; 41 Chapters - Ongoing; Digital, 4 Vols - Ongoing; print",False,7.4,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
717,19,0,,112350,Appleseed α,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,Yes,KURODA Iou,2014.0,Yes,Kodansha Comics,1 Volume - Complete,False,4.7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
727,4,0,,140875,Araburu Kisetsu no Otomedomo yo.,Manga,2,False,Kodansha,False,12/22/17,10/26/19,False,False,Complete,No,EMOTO Nao,2016,Yes,Kodansha USA,7 Vols - Ongoing; print & digital,True,7.7,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
730,7,0,,2458,Arakure,Manga,4,False,Hakusensha,False,12/01/08,11/30/09,False,False,Complete,Yes,FUJIWARA Kiyo,2005,Yes,Viz,10 Vols - Complete,False,8,855,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
741,18,0,,37033,Arata Kangatari,Manga,3,False,Shogakukan,False,03/31/09,03/19/17,False,False,Ongoing,No,WATASE Yuu,2008,Yes,Viz,24 Vols - Complete,True,7.8,283,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
745,22,0,,43245,Are You Alice?,Manga,7,False,Ichijinsha,False,12/02/12,07/14/20,False,False,Complete,No,KATAGIRI Ikumi,2009,Yes,Yen Press,12 Vols - Complete,False,7.9,229,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,23,0,,12722,Area 88,Manga,0,True,"Media Factory, Scholar, Shogakukan",False,Pass,Pass,False,False,Complete,No,SHINTANI Kaoru,1979,Yes,Viz,Canceled / 59 chs; 1 Vol,False,7.9,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749,1,0,,144760,Arifureta Nichijou de Sekai Saikyou,Manga,6,False,Overlap,False,08/03/17,12/05/19,False,False,Ongoing,No,MORI Misaki,2017,Yes,Seven Seas,2 Vols - Ongoing,False,7.6,10,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
750,2,0,,128108,Arifureta Shokugyou de Sekai Saikyou,Manga,2,False,Overlap,False,02/07/18,07/21/20,False,False,Ongoing,No,RoGa,2016,Yes,Seven Seas,5 Vols - Ongoing,False,7.1,223,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
752,4,0,,149640,Arifureta Shokugyou de Sekai Saikyou Zero,Manga,0,False,Overlap,False,Pass,Pass,False,False,Ongoing,No,KAMICHI Ataru,2018,Yes,Seven Seas,2 Vols - Ongoing,False,9,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
756,8,0,,35505,Arisa,Manga,4,False,Kodansha,False,06/07/11,04/13/13,False,False,Complete,Yes,ANDOU Natsumi,2009,Yes,"Del Rey, Kodansha USA","Defunct / 1 Vol, 12 Vols - Complete",False,7.7,605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,14,0,,1589,Arms,Manga,1,True,Shogakukan,False,09/03/05,08/31/08,False,False,Complete,Yes,MINAGAWA Ryoji,1997,Yes,Viz,22 Vols - Complete,True,8,139,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
768,20,0,,97707,Arslan Senki (ARAKAWA Hiromu),Manga,3,True,Kodansha,False,09/08/14,Pass,False,True,Ongoing,No,ARAKAWA Hiromu,2013,Yes,Kodansha USA,12 Vols - Ongoing,True,8,205,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
779,6,0,,151117,Asadora!,Manga,1,False,Shogakukan,False,11/20/18,07/02/20,False,False,Ongoing,No,URASAWA Naoki,2018,Yes,Viz,January 2021,False,7.7,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
780,7,0,,80106,Asagao to Kase-san.,Manga,3,False,Shinshokan,False,07/12/12,02/03/18,False,False,Complete,Yes,TAKASHIMA Hiromi,2010,Yes,Seven Seas,5 Vols - Complete,False,8.5,259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
782,9,0,,143119,Asahi-senpai no Okiniiri,Manga,1,False,Kodansha,False,11/16/18,03/15/19,False,False,Complete,No,MACHINO Iroha,2017,Yes,Kodansha USA,7 Vols - Complete; digital,False,7.5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
785,12,0,,6953,Asakiyumemishi,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,YAMATO Waki,1979,Yes,Kodansha USA,10 Vols - Complete; digital,False,8,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
789,16,0,,3445,Asatte Dance,Manga,0,False,"Ohta Books, Shogakukan",False,Pass,Pass,False,False,Complete,Yes,YAMAMOTO Naoki,1989,Yes,Viz,7 Vols - Complete/Expired,False,6.9,168,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
791,18,0,,150904,Ase to Sekken,Manga,2,False,Kodansha,False,01/25/19,02/14/20,False,False,Ongoing,No,Yamada Kintetsu,2018,Yes,Kodansha USA,2 Vols - Ongoing; print & digital,False,8.3,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
797,24,0,,148338,"Ashita, Naisho no Kiss shiyou",Manga,1,False,Kodansha,False,05/08/18,01/12/20,False,False,Complete,Yes,SUGATA Uri,2018,Yes,Kodansha USA,3 Vols - Complete; digital,False,6.1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
803,5,0,,149362,Assassin de aru ore no Sutetasu ga Yuusha yori mo Akiraka ni Tsuyoi Nodaga,Manga,2,False,Overlap,False,07/12/18,05/30/20,False,False,Ongoing,No,AIGAMO Hiroyuki,2018,Yes,Seven Seas,1 Volume - Ongoing,False,7.5,76,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
805,7,0,,156776,Assassin's Creed: China,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Ongoing,No,KURATA Minoji,2019,Yes,Viz,,False,Not rated,Not rated,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
814,16,0,,139565,Atashi no Pink ga Afurechau,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Ongoing,No,MONOU Yuki,2017,Yes,Kodansha USA,4 Vols - Ongoing; digital,False,8.9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,4,0,,148653,Atsumori-kun no Oyome-san (←Mitei),Manga,1,False,Kodansha,False,06/04/18,08/18/19,False,False,Ongoing,No,Taamo,2018,Yes,Kodansha USA,4 Vols - Ongoing; digital,False,8.2,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
851,8,0,,33754,Ayakashi Koi Emaki,Manga,3,False,Shueisha,False,12/31/08,02/17/14,False,False,Complete,Yes,SHINJO Mayu,2008.0,Yes,Viz,6 Vols - Complete,False,7.6,182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
852,9,0,,168090,Ayakashi Triangle,Manga,3,False,Shueisha,False,06/14/20,Pass,True,True,Ongoing,No,YABUKI Kentaro,2020.0,Yes,"MANGA Plus, Viz",,False,5.8,32,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
855,12,0,,139113,Ayanashi,Manga,1,False,Kodansha,False,01/24/17,10/23/17,False,False,Complete,Yes,KAJIMOTO Yukihiro,2016.0,Yes,Kodansha USA,4 Vols - Complete; digital,False,7.9,31,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
856,13,0,,146036,Ayashi Kotogatari,Manga,1,False,Mag Garden,False,06/19/20,06/19/20,False,False,Complete,No,SHIROTORI Ushio,2018.0,Yes,Seven Seas,2 Vols - Ongoing,False,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
