,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Active or not,Release Frequency,Number of Release,Total Series,First Update,Lastest Update,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
119,119,19,0,8888,Yes,Often. About every 2 day(s),31,6,06/10/20,08/02/20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
120,120,20,0,8chan /u/ Scanlations,No,Inactive Group,13,11,03/15/16,08/01/17,1,2,0,1,4,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6
121,121,21,0,8lacKscans,No,Inactive Group,2,1,03/28/17,04/08/17,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
122,122,22,0,8MonthsLate,Yes,Often. About every 2 to 3 day(s),11,1,07/03/20,08/03/20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
123,123,23,0,90tables,No,Inactive Group,15,15,09/02/12,05/15/14,0,0,0,2,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,2,0,0,2,0
124,124,24,0,99usagi99,Yes,Infrequently,2,1,06/26/20,06/28/20,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
125,125,0,0,9ethtranslations,No,Inactive Group,160,10,01/16/15,04/18/18,3,0,2,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1
126,126,1,0,=White Symphony=,No,Inactive Group,28,15,08/22/17,01/29/20,0,3,1,3,0,3,4,2,0,3,0,0,2,0,0,0,0,0,1,0,3,4,0,2,0,0,1,2,0,3,1,1,2,0,0,0
127,127,2,0,?-san Scanlations,No,Inactive Group,6,2,08/02/12,08/15/12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0
128,128,3,0,@ LzyBums Production,No,Inactive Group,11,1,05/02/08,02/08/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,4,0,[ Bracket Scans ],No,Inactive Group,10,3,02/09/09,01/03/10,1,1,0,2,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0
130,130,5,0,[ RC-SCANS ],No,Inactive Group,92,18,05/23/07,03/08/09,2,0,2,8,0,11,0,7,3,1,0,4,0,1,0,0,1,0,1,2,13,2,0,0,0,12,0,0,0,3,0,0,2,2,0,0
131,131,6,0,[[ToLoveRu]],No,Inactive Group,7,1,03/13/18,08/05/18,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
132,132,7,0,[AS-Nano],No,Inactive Group,11,2,08/02/07,10/04/09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,133,8,0,[blank],No,Inactive Group,9,4,08/20/08,07/23/09,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,2,0,1,0,1,2,0,0,0
134,134,9,0,[C]hán,No,Inactive Group,36,1,05/14/10,01/28/11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
135,135,10,0,[minus],No,Inactive Group,1,1,09/21/13,09/21/13,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
136,136,11,0,[N-S],No,Inactive Group,19,3,09/29/07,11/10/07,3,0,3,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
137,137,12,0,[NEET],No,Inactive Group,16,1,11/09/13,12/20/13,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
138,138,13,0,[Post.Script]Scans,No,Inactive Group,5,1,05/02/09,08/07/09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,139,14,0,[Razor Waffles],No,Inactive Group,1,1,05/19/11,05/19/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
140,140,15,0,[SJG] Shonan Junai Gumi Manga Scanlation,No,Inactive Group,4,1,12/20/09,12/30/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,16,0,[SNSbu],No,Inactive Group,131,2,08/07/17,12/17/19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
142,142,17,0,[SW] Scans,No,Inactive Group,1,1,12/03/19,12/03/19,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,143,18,0,[TAL] Scanlations,No,Inactive Group,19,8,11/17/09,07/28/10,5,0,0,2,0,4,0,2,0,0,0,2,2,0,0,1,1,0,3,3,0,1,0,3,0,0,0,4,0,0,0,1,0,2,0,0
144,144,19,0,[The V-Project],No,Inactive Group,50,2,01/02/07,12/13/08,2,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0
145,145,20,0,[y.a.g.s.] Fansub Group,No,Inactive Group,37,3,04/11/11,01/06/15,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0
146,146,21,0,_anq,No,Inactive Group,187,23,07/12/18,06/02/19,3,0,1,11,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,9,6,0,6,0,0,0,6,0,7,0,0,2,1,0,0
147,147,22,0,_deru,No,Inactive Group,6,6,12/12/09,02/15/10,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
148,148,23,0,_Tehriah,No,Inactive Group,5,5,06/18/06,04/05/07,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
149,149,24,0,A,No,Inactive Group,3,1,02/06/06,03/18/06,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
150,150,0,0,A Bit Full Scans,Yes,Occasionally. About every 17 day(s),27,3,09/10/19,07/18/20,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1
151,151,1,0,A Bored Loner,No,Inactive Group,14,1,04/23/19,01/06/20,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
152,152,2,0,A Bored Tamer,No,Inactive Group,9,2,06/29/12,12/24/12,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0
153,153,3,0,A Box of Noodles Scans,No,Inactive Group,2,1,09/16/17,08/17/18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,154,4,0,A Cup of Oppa,No,Inactive Group,5,5,06/02/17,07/30/17,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,5,0
155,155,5,0,A Drifter's Paradise,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,6,0,A Duck's Paradise,No,Inactive Group,37,8,04/02/11,07/07/13,3,0,2,2,0,3,0,3,0,0,0,0,0,1,0,0,0,0,2,2,7,1,1,2,0,2,0,1,0,1,0,0,2,1,0,0
157,157,7,0,a Fan,No,Inactive Group,3,1,09/04/07,09/05/07,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,158,8,0,A Flash In The Pan,No,Inactive Group,17,1,02/14/19,03/06/19,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
159,159,9,0,A Fool and His Money,No,Inactive Group,5,2,11/26/19,12/24/19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
160,160,10,0,A Group for Munchkins,Yes,Often. About every 5 to 6 day(s),9,1,06/03/20,07/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,11,0,A Hammer and Nails,No,Inactive Group,1,1,03/30/10,03/30/10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,162,12,0,A Helpful Loli,Yes,Infrequently,1,1,07/23/20,07/23/20,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,163,13,0,A Koala's Playground,No,Inactive Group,1,1,02/09/12,02/09/12,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,164,14,0,A Little Sunshine Scans,Yes,Often. About every 3 to 4 day(s),160,18,12/20/19,08/01/20,2,0,1,7,0,8,0,10,0,2,0,2,0,4,0,1,0,0,1,0,13,2,0,0,0,9,0,2,0,1,0,0,2,1,0,0
165,165,15,0,A Loner's Poor Attempt of Scanlations,Yes,Infrequently,1,1,03/30/20,03/30/20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
166,166,16,0,A Miserable Pile of Scanlations,No,Inactive Group,33,4,07/18/12,06/16/14,1,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
167,167,17,0,A Mob of Deer,Yes,Occasionally. About every 11 day(s),57,4,01/01/19,05/07/20,2,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
168,168,18,0,A nameless Dreamer,No,Inactive Group,4,1,07/15/19,08/17/19,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
169,169,19,0,A pair of 2,Yes,Often. About every 2 to 3 day(s),33,3,03/04/20,07/28/20,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0
170,170,20,0,A Parody Scans,Yes,Often. About every 6 day(s),4,1,07/12/20,07/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,21,0,A Place For Weeaboos To Translate Around,No,Inactive Group,11,2,07/01/17,12/31/19,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
172,172,22,0,A Port In Any Storm,Yes,Every day,23,2,06/17/20,07/30/20,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
173,173,23,0,A Purple Blob,No,Inactive Group,15,1,09/14/16,12/24/16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,24,0,A Reyvateil's Melody,No,Inactive Group,12,1,05/02/09,10/20/09,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
175,175,0,0,A Rose,No,Inactive Group,1,1,05/08/08,05/08/08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
176,176,1,0,A Willful Muse,No,Inactive Group,650,58,05/05/08,11/30/14,5,0,8,30,0,26,0,11,2,7,0,4,1,5,0,0,8,0,2,0,40,17,1,0,0,33,0,6,0,4,16,2,9,2,1,0
177,177,2,0,a-ngua,No,Inactive Group,5,2,05/01/16,09/22/16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
178,178,3,0,A-Team,No,Inactive Group,577,29,07/16/09,08/25/15,16,5,6,14,3,15,13,4,1,6,3,0,0,0,0,2,4,1,1,0,14,6,2,13,0,0,0,10,0,3,0,1,11,0,0,0
179,179,4,0,A. H.,No,Inactive Group,1,1,03/24/10,03/24/10,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,180,5,0,A.I. Scans,Yes,Often. About every 7 to 8 day(s),8,1,06/04/20,07/26/20,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181,181,6,0,A.P.T.S,Yes,Occasionally. About every 15 day(s),33,2,06/22/19,06/05/20,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
182,182,7,0,A013,No,Inactive Group,5,1,01/16/15,01/20/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,8,0,a0132,No,Inactive Group,346,4,02/05/15,08/13/17,3,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,2,1,1,0,0,0,0,0,0,2,0,0,3,2,0,0
184,184,9,0,A3S Scans,No,Inactive Group,67,16,02/07/12,06/15/12,9,0,5,8,0,8,3,6,0,3,0,1,1,0,0,1,1,0,1,1,5,5,3,2,0,0,0,7,0,0,0,2,2,1,0,0
185,185,10,0,a916,No,Inactive Group,4,1,07/10/19,08/19/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,11,0,a_trill,No,Inactive Group,1,1,03/30/08,03/30/08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,187,12,0,AAAAAAAAHHHSHIEE-,Yes,Weekly,22,2,07/23/15,07/13/20,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
188,188,13,0,Aarinfantasy,No,Inactive Group,90,38,09/10/05,07/26/11,1,0,0,11,1,14,0,1,0,0,0,0,0,0,0,0,1,0,1,3,14,6,1,0,0,0,0,0,3,10,0,0,0,2,18,0
189,189,14,0,Aase's World,No,Inactive Group,12,4,04/24/16,08/16/16,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0,1,0,1,0,0,1,0,0,0
190,190,15,0,aayachi,No,Inactive Group,1,1,02/14/07,02/14/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,16,0,ABAJ Scans,Yes,Often. About every 7 to 8 day(s),85,3,12/06/18,08/03/20,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
192,192,17,0,Abandoned Heroes,No,Inactive Group,117,18,01/06/19,01/24/20,12,2,9,9,0,6,5,11,0,5,0,0,0,0,0,0,1,0,1,0,8,1,1,12,1,0,0,3,0,4,0,0,1,1,0,0
193,193,18,0,abandoned kitten scans,No,Inactive Group,19,4,09/12/15,01/02/17,1,1,1,1,0,3,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
194,194,19,0,Absolute Casual,No,Inactive Group,1,1,10/09/19,10/09/19,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
195,195,20,0,absolute gravity,No,Inactive Group,13,1,05/10/05,07/22/05,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,196,21,0,Absquatulate Scans,No,Inactive Group,22,6,12/04/18,03/02/19,2,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,2,0,0,0
197,197,22,0,Absurdly Luscious,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,23,0,AbsurdTL,No,Inactive Group,82,6,08/04/16,07/17/18,5,1,5,4,0,1,0,6,0,4,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,3,0,1,0,0,1,1,0,0
199,199,24,0,AC/DC Town,No,Inactive Group,8,1,01/26/19,03/17/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,0,0,Acacia15,No,Inactive Group,18,5,02/15/10,03/14/10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0
201,201,1,0,Acaciabrown,No,Inactive Group,1,1,03/24/08,03/24/08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,202,2,0,Acan Translations,No,Inactive Group,31,3,11/06/17,08/27/18,3,0,3,3,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
203,203,3,0,AcceleOrderAO,No,Inactive Group,4,1,11/15/18,12/30/18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,204,4,0,Accidentally Scanlation,Yes,Occasionally. About every 12 day(s),5,1,03/14/20,05/04/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,5,0,Ace of Diamond Brigade,No,Inactive Group,34,1,06/07/15,02/18/16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
206,206,6,0,ACF Team,Yes,Occasionally. About every 23 day(s),93,5,08/09/17,07/23/20,4,0,3,4,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
207,207,7,0,achuchu,No,Inactive Group,4,2,07/31/09,01/22/10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
208,208,8,0,Acme,No,Inactive Group,281,90,02/06/12,08/10/17,2,2,1,17,23,22,0,3,2,0,0,2,0,1,0,0,2,0,1,3,19,24,0,1,0,2,0,1,33,33,3,2,6,1,29,0
209,209,9,0,Acme scans,Yes,Often. About every 1 to 2 day(s),63,7,10/25/19,04/03/20,2,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0
210,210,10,0,ACMI3 Translation Group!,No,Inactive Group,9,1,04/05/16,05/28/17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
211,211,11,0,Acqua-Scans,No,Inactive Group,6,6,04/19/08,11/11/19,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
212,212,12,0,acsTraduce,No,Inactive Group,1,1,06/06/19,06/06/19,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
213,213,13,0,actualaster,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,14,0,ADA Scanlation,No,Inactive Group,1,1,10/11/18,10/11/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,15,0,Adachi Project,No,Inactive Group,5,2,03/27/11,04/18/11,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,1,0,2,0,0,0,0
216,216,16,0,Adachi's Universe,No,Inactive Group,32,7,09/22/02,01/11/07,0,0,0,6,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,2,0,2,0,3,0,3,1,0,0,0
217,217,17,0,Adachi-Manga,No,Inactive Group,126,3,07/19/05,05/25/08,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
218,218,18,0,Adachi-tan,No,Inactive Group,20,15,01/31/16,03/25/17,0,1,0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8,0
219,219,19,0,Adamhoritsuru,Yes,Infrequently,2,2,04/18/20,04/21/20,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
220,220,20,0,Adarshan Novels,No,Inactive Group,2,1,04/17/12,04/28/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,221,21,0,Addiction,No,Inactive Group,14,14,11/21/08,02/12/10,0,0,0,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
222,222,22,0,Addleations,No,Inactive Group,1,1,01/24/15,01/24/15,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223,223,23,0,Adekan Fan,No,Inactive Group,38,1,09/18/15,11/13/19,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
224,224,24,0,AdekHamilBang,No,Inactive Group,5,2,04/07/19,04/28/19,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,225,0,0,adellhyde,No,Inactive Group,1,1,12/30/14,12/30/14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
226,226,1,0,Adinuyasha,No,Inactive Group,62,3,06/12/08,08/18/09,3,0,2,3,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
227,227,2,0,aditwi,Yes,Infrequently,1,1,04/27/20,04/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,3,0,Admirers of Miss Bertia,Yes,Occasionally. About every 17 day(s),7,1,01/24/20,06/23/20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
229,229,4,0,adobsnk-scans,No,Inactive Group,1,1,08/21/17,08/21/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,5,0,Adohira Scanlations,Yes,Often. About every 3 to 4 day(s),20,7,03/31/20,08/02/20,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,2,1,0,0,0,1,1,2,1,0,1,1,3,0
231,231,6,0,Adopt Already,Yes,Infrequently,3,2,02/25/20,03/08/20,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
232,232,7,0,Adorable Doujinshi Scanlations,No,Inactive Group,75,75,06/24/11,03/04/18,0,7,0,18,42,0,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,14,0
233,233,8,0,Adventure Scan,No,Inactive Group,1,1,03/28/16,03/28/16,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
234,234,9,0,Adziu's Small Corner,No,Inactive Group,4,1,05/06/10,10/13/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,10,0,AE Manga,No,Inactive Group,4,1,10/28/05,11/20/05,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236,236,11,0,Aeida Scanlations,No,Inactive Group,9,3,03/11/12,04/11/12,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,1,1,0,1,1,0,0
237,237,12,0,aelphia,No,Inactive Group,7,1,06/05/08,01/22/09,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
